component,load_N,temperature_C,material_type,stress_Pa,strain,yield_point_Pa,safety_factor,manufacturing_method,estimation_cost,modulus_gpa,thermal_expansion_alpha,density_kg_m3,delta_temp,thermal_stress_estimate_pa,temp_degradation_factor,adjusted_yield_point_pa,stress_to_yield_ratio,load_intensity,material_efficiency,safety_factor_capped
flange,8245.624484,79.53693256,abs_plastic,1205097.137,0.000602549,13487689.15,11.19220081,Casting,411.97,2.3,73.8,1050,59.53693256,10105798.932734398,0.97023153372,13086181.330343105,0.08934793229572614,0.0006113444929148593,0.010659238866666665,11.19220081
bracket,3811.218737,242.8554273,steel,438114.8618,2.19e-06,186756399.1,426.2726865,Milling,403.0,200.0,12.0,7850,222.8554273,534853025.52,0.88857228635,165946560.53878006,0.0023459161983810173,2.040743318765349e-05,0.05430225305732484,426.2726865
pulley,9635.90314,20.97235798,abs_plastic,993207.7304,0.000496604,33009214.01,33.23495478,Milling,236.33,2.3,73.8,1050,0.9723579800000017,165048.04352520028,0.99951382101,32993165.623671927,0.03008880278394729,0.0002919155583977505,0.03165233788571429,33.23495478
lever,529.6677547,93.97146642,abs_plastic,57577.30348,2.88e-05,8676177.861,150.6874643,3D Printing,377.34,2.3,73.8,1050,73.97146642,12555916.710130798,0.96301426679,8355283.061350545,0.006636252091927926,6.10485127421018e-05,0.14351187076190475,150.6874643
bearing,6984.570119,63.75203731,titanium,4001397.29,3.64e-05,820309953.4,205.0058752,3D Printing,361.44,116.0,8.6,4500,43.75203731,43647032.42045599,0.978123981345,802364837.5565394,0.004877908982348818,8.51455000643419e-06,0.04555686115555555,205.0058752
gear,6312.824993,475.7651633,steel,699756.1349,3.5e-06,126102822.1,180.2096699,Casting,210.02,200.0,12.0,7850,455.7651633,1093836391.92,0.77211741835,97366185.44650133,0.005549091790706244,5.0060933513398356e-05,0.022956645847133757,180.2096699
valve_body,2881.535577,571.2386608,titanium,323273.6349,2.94e-06,185951674.0,575.2144746,Injection Molding,493.64,116.0,8.6,4500,551.2386608,549915688.0140799,0.7243806695999999,134699798.1253609,0.0017384819826897606,1.5496152925194963e-05,0.1278254388,575.2144746
bracket,3423.034641,186.2863058,chromium,526313.1221,1.89e-06,337904564.7,642.0219268,Forging,195.82,279.0,4.9,7190,166.2863058,227330008.65918005,0.9168568471,309810113.81153995,0.001557579201592834,1.0130181709853654e-05,0.08929373112656466,642.0219268
flange,2371.007982,94.46261899,aluminium,646506.3403,9.24e-06,110640575.4,171.1361027,Injection Molding,193.28,69.0,23.1,2700,74.46261899,118685968.408161,0.962768690505,106521281.89457773,0.005843302404770393,2.1429823312361406e-05,0.06338374174074074,171.1361027
bearing,7011.800969,330.9358925,titanium,2215892.651,2.01e-05,486330134.4,219.473689,Milling,128.93,116.0,8.6,4500,310.9358925,310189646.358,0.84453205375,410721387.2053455,0.004556354817975269,1.4417780172414503e-05,0.04877193088888889,219.473689
bearing,6878.838608,33.00935515,abs_plastic,754409.2426,0.000377205,28996881.62,38.43654078,Forging,358.01,2.3,73.8,1050,13.009355149999998,2208207.943160999,0.993495322425,28808266.25438146,0.026016909421034493,0.00023722684039429479,0.03660622931428571,38.43654078
lever,4224.726672,182.7255339,aluminium,459217.0147,6.56e-06,73864360.86,160.8484845,Casting,306.2,69.0,23.1,2700,162.7255339,259368228.48320997,0.91863723305,67854552.08143711,0.006217030911164104,5.7195738551199314e-05,0.05957351277777778,160.8484845
piston,5560.719938,66.15359312,aluminium,1333050.233,1.9e-05,122436002.9,91.84650352,Forging,110.48,69.0,23.1,2700,46.15359312,73564212.073968,0.97692320344,119610572.16945714,0.010887730744434486,4.54173593247873e-05,0.03401722352592593,91.84650352
pulley,4855.66381,788.5231195,steel,1267891.421,6.34e-06,44655437.63,35.22023802,Casting,305.32,200.0,12.0,7850,768.5231195,1844455486.8,0.6157384402499999,27496069.514977355,0.028392766666073765,0.00010873622715854683,0.004486654524840764,35.22023802
piston,9702.152538,676.85276,steel,1155093.216,5.78e-06,73736260.4,63.83576613,3D Printing,188.12,200.0,12.0,7850,656.85276,1576446624.0,0.67157362,49519327.32209065,0.01566519931623763,0.00013157912383091237,0.008131944729936306,63.83576613
shaft,4206.713073,233.2575161,steel,6392040.334,3.2e-05,189255855.2,29.60805084,Machining,169.1,200.0,12.0,7850,213.2575161,511818038.64,0.89337124195,169075738.40633336,0.03377459750053746,2.222765086213301e-05,0.003771726221656051,29.60805084
pulley,8147.71999,999.7233198,chromium,817493.8705,2.93e-06,66758893.39,81.66286722,Milling,451.16,279.0,4.9,7190,979.7233198,1339379750.4985802,0.5101383400999999,34056271.060887456,0.012245467667120657,0.00012204695998182123,0.0113578396689847,81.66286722
spring,7288.596356,80.56649616,abs_plastic,1897715.93,0.000948858,13144501.28,6.926485188,Milling,324.55,2.3,73.8,1050,60.56649616,10280557.058198398,0.96971675192,12746443.086849881,0.14437336872472045,0.0005544977478217416,0.00659665256,6.926485188
spring,1378.67821,764.1598013,steel,225971.0026,1.13e-06,51000051.75,225.6929039,Milling,77.12,200.0,12.0,7850,744.1598013,1785983523.1200001,0.62792009935,32023957.561715145,0.004430799476590727,2.7032878648010393e-05,0.02875068839490446,225.6929039
cam,6749.836776,502.1400276,steel,1851395.189,9.26e-06,119234367.8,64.40244014,Milling,243.36,200.0,12.0,7850,482.1400276,1157136066.24,0.7589299862,90490537.10901971,0.015527361977592505,5.6609825678129695e-05,0.008204132501910828,64.40244014
flange,5031.835348,153.3389951,aluminium,604019.9729,8.63e-06,86108752.04,142.5594449,Milling,83.19,69.0,23.1,2700,133.3389951,212529024.28989002,0.93333050245,80367924.80683567,0.007014617661854109,5.8435817832577185e-05,0.052799794407407404,142.5594449
shaft,8182.218779,968.6142901,chromium,8389941.899,3.01e-05,77128569.96,9.192980224,3D Printing,91.18,279.0,4.9,7190,948.6142901,1296850595.9957101,0.52569285495,40545938.1404832,0.10877865236385359,0.0001060854464596377,0.0012785786125173852,9.192980224
cylinder,5940.563382,394.4358543,steel,1393417.662,6.97e-06,147282329.6,105.6986241,Machining,464.3,200.0,12.0,7850,374.4358543,898646050.32,0.8127820728499999,119708437.1464649,0.009460861094364439,4.03345289155448e-05,0.013464792878980893,105.6986241
spring,6429.677434,84.4035734,abs_plastic,711153.4584,0.000355577,11865475.53,16.68483137,Machining,305.46,2.3,73.8,1050,64.4035734,10931862.548915997,0.9677982133,11483386.01788887,0.05993467826906387,0.00054188114228912,0.01589031559047619,16.68483137
bracket,3570.816832,185.1769523,aluminium,896465.768,1.28e-05,72842936.53,81.25568107,Milling,128.87,69.0,23.1,2700,165.1769523,263275544.27097002,0.91741152385,66826949.403696135,0.01230683180421749,4.902076992090203e-05,0.03009469669259259,81.25568107
cylinder,9051.171075,221.9881709,titanium,1744469.144,1.59e-05,622514786.4,356.8505574,Forging,461.19,116.0,8.6,4500,201.9881709,201503399.28983998,0.89900591455,559644474.8684299,0.002802293507096043,1.4539688490522256e-05,0.07930012386666667,356.8505574
flange,3049.79857,533.1302305,chromium,435271.7204,1.56e-06,222289923.2,510.6923165,Milling,228.0,279.0,4.9,7190,513.1302305,701500338.1165502,0.74343488475,165258083.43527833,0.001958126190040449,1.3719913732913648e-05,0.07102813859527121,510.6923165
lever,4647.533399,845.2495867,chromium,602614.2724,2.16e-06,118250137.8,196.2285714,Machining,363.26,279.0,4.9,7190,825.2495867,1128198709.9775703,0.58737520665,69457199.12666598,0.0050960978448855564,3.930256222500571e-05,0.027291873630041725,196.2285714
bearing,9802.322495,59.40944752,abs_plastic,2922018.381,0.001461009,20196850.83,6.911952011,Milling,215.88,2.3,73.8,1050,39.40944752,6689359.622044799,0.98029527624,19798877.463572923,0.14467693035885043,0.0004853391539853246,0.0065828114390476195,6.911952011
cylinder,2477.441626,64.0007303,titanium,1800585.054,1.64e-05,819999087.1,455.4070274,3D Printing,487.13,116.0,8.6,4500,44.0007303,43895128.54728,0.97799963485,801958807.7611333,0.0021958378763175575,3.0212736391715915e-06,0.10120156164444445,455.4070274
coupling,1474.389009,391.707352,titanium,775744.003,7.05e-06,410365810.0,528.9964324,Injection Molding,365.4,116.0,8.6,4500,371.707352,370815254.3552,0.814146324,334097815.70678246,0.0018903719171926142,3.5928651292855026e-06,0.11755476275555556,528.9964324
flange,8978.205258,389.6900794,steel,1338268.593,6.69e-06,148518208.5,110.9778779,Milling,358.95,200.0,12.0,7850,369.6900794,887256190.5600001,0.8151549603,121065354.35364462,0.009010804846868323,6.045188228889793e-05,0.014137309286624202,110.9778779
shaft,2003.661286,23.2694893,abs_plastic,1130442.739,0.000565221,32243503.57,28.52289856,Forging,356.88,2.3,73.8,1050,3.2694893,554963.1137819999,0.99836525535,32190793.675041687,0.03505955041597237,6.214154989857387e-05,0.027164665295238095,28.52289856
bracket,1852.403794,44.83670945,aluminium,1431206.655,2.04e-05,131318037.7,91.7533728,Machining,105.12,69.0,23.1,2700,24.83670945,39587231.192355,0.987581645275,129687283.72605048,0.010898781919583923,1.4106240288420028e-05,0.03398273066666666,91.7533728
valve_body,2142.703812,376.9844638,chromium,421474.2426,1.51e-06,274338512.1,650.9022008,3D Printing,180.64,279.0,4.9,7190,356.9844638,488033460.4609801,0.8215077681,225371218.77914587,0.00153632911170112,7.810437534264078e-06,0.09052881791376911,650.9022008
lever,489.1901844,483.6580314,titanium,77449.90838,7.04e-07,295427460.8,3814.43267,Injection Molding,233.31,116.0,8.6,4500,463.6580314,462545252.12464,0.7681709843,226938803.35198566,0.00026216218414588217,1.65587241983295e-06,0.8476517044444445,1000.0
housing,9216.636765,55.42521672,titanium,3244051.026,2.95e-05,830718479.1,256.0744182,Milling,495.66,116.0,8.6,4500,35.42521672,35340196.199871995,0.98228739164,816004288.0222869,0.003905114798354556,1.1094777589376968e-05,0.05690542626666667,256.0744182
gear,6013.053014,789.2804568,steel,1111008.528,5.56e-06,44458214.38,40.0160874,Casting,308.38,200.0,12.0,7850,769.2804568,1846273096.3200002,0.6153597716,27357796.64662064,0.024989949405160968,0.00013525178862570412,0.005097590751592357,40.0160874
flange,7623.558548,168.7544111,aluminium,1053980.873,1.51e-05,79685662.04,75.60446689,Forging,431.76,69.0,23.1,2700,148.7544111,237099655.85229,0.92562279445,73758865.17506309,0.013226731710792972,9.567039229934719e-05,0.028001654403703703,75.60446689
piston,2599.125749,433.7427598,titanium,289998.5404,2.64e-06,357821550.2,1233.873625,Machining,218.98,116.0,8.6,4500,413.7427598,412749777.17647994,0.7931286201000001,283798512.3521689,0.0008104557711460052,7.26374850130533e-06,0.2741941388888889,1000.0
cam,5367.923504,82.15976658,titanium,1185133.644,1.08e-05,797300291.8,672.751378,Injection Molding,486.32,116.0,8.6,4500,62.159766579999996,62010583.14020799,0.96892011671,772520291.7837731,0.0014864332249577136,6.732624532070942e-06,0.14950030622222224,672.751378
bolt,2500.457986,176.161074,titanium,651990.6574,5.93e-06,679798657.6,1042.650918,3D Printing,244.99,116.0,8.6,4500,156.161074,155786287.4224,0.921919463,626719613.362713,0.0009590937700610134,3.6782331916155283e-06,0.23170020400000002,1000.0
piston,8423.02886,89.5793764,steel,1559871.553,7.8e-06,226672037.4,145.314553,Injection Molding,339.06,200.0,12.0,7850,69.5793764,166990503.36,0.9652103117999999,218786187.89519525,0.006881623207221413,3.7159540967711796e-05,0.018511408025477707,145.314553
valve_body,3494.975956,389.6965543,steel,966655.9096,4.83e-06,148516522.3,153.6394914,Machining,472.7,200.0,12.0,7850,369.6965543,887271730.32,0.81515172285,121063499.02453546,0.006508743233613948,2.353257335867472e-05,0.019571909732484075,153.6394914
valve_body,4847.862807,66.73595878,abs_plastic,655600.1001,0.0003278,17754680.41,27.08157062,Injection Molding,496.73,2.3,73.8,1050,46.735958780000004,7932961.643317199,0.97663202061,17339789.40410308,0.03692548020919291,0.00027304703295416853,0.02579197201904762,27.08157062
housing,5688.139571,315.4426482,steel,1653181.174,8.27e-06,167853477.0,101.5336248,Casting,120.62,200.0,12.0,7850,295.4426482,709062355.6800001,0.8522786759000001,143057939.1227711,0.00984895400170948,3.388752900841011e-05,0.012934219719745222,101.5336248
bearing,6114.796701,88.41888353,aluminium,1215024.692,1.74e-05,113158798.5,93.13292088,Injection Molding,498.77,69.0,23.1,2700,68.41888353,109052858.458467,0.965790558235,109287699.17251688,0.010737341754295845,5.403730670576182e-05,0.0344936744,93.13292088
pulley,9343.549055,20.60274905,abs_plastic,4008739.623,0.00200437,33132416.98,8.2650459,Casting,319.73,2.3,73.8,1050,0.6027490499999999,102310.62374699996,0.999698625475,33122431.71357055,0.1209914635995264,0.00028200626174178976,0.007871472285714286,8.2650459
pulley,8523.093427,106.129872,chromium,1055091.311,3.78e-06,364623376.0,345.5846638,Milling,220.76,279.0,4.9,7190,86.129872,117748148.01120003,0.956935064,348920893.64845604,0.002893646925697929,2.337506037188356e-05,0.04806462639777469,345.5846638
flange,894.3140821,429.1188839,steel,214828.1104,1.07e-06,138250290.7,643.5391086,Machining,331.76,200.0,12.0,7850,409.1188839,981885321.36,0.79544055805,109969888.38498272,0.001553907115220265,6.468804351671429e-06,0.08197950428025477,643.5391086
bearing,5802.384336,276.8707717,aluminium,38055892.48,0.000543656,34637178.47,0.910165975,Forging,59.23,69.0,23.1,2700,256.8707717,409426323.01263,0.87156461415,30188539.088450234,1.098700707188405,0.0001675189663911444,0.00033709850925925925,0.910165975
pulley,4958.412915,583.8589554,steel,602734.5391,3.01e-06,97953397.04,162.5149891,3D Printing,190.11,200.0,12.0,7850,563.8589554,1353261492.96,0.7180705223,70337446.97357208,0.006153278572399779,5.0620122066570034e-05,0.020702546382165607,162.5149891
shaft,5758.965626,182.3878743,titanium,746175.2423,6.78e-06,672015157.1,900.613045,Milling,476.54,116.0,8.6,4500,162.3878743,161998143.40167996,0.91880606285,617451600.6705753,0.001110354780567791,8.569696033125381e-06,0.20013623222222224,900.613045
pulley,3304.42444,139.1222028,aluminium,644722.6268,9.21e-06,92032415.49,142.747302,Casting,467.04,69.0,23.1,2700,119.1222028,189868879.04292,0.9404388986,86550863.45891318,0.007005386345314971,3.590500610471372e-05,0.052869371111111105,142.747302
gear,1236.884565,618.4076416,chromium,418227.7676,1.5e-06,193864119.5,463.5371788,Forging,57.13,279.0,4.9,7190,598.4076416,818083086.8313602,0.7007961791999999,135859234.2295722,0.0021573242572099577,6.380162395135733e-06,0.06446970497913769,463.5371788
spring,9326.941988,205.9724715,titanium,1559834.672,1.42e-05,642534410.7,411.9246881,Machining,85.13,116.0,8.6,4500,185.9724715,185526137.5684,0.90701376425,582787554.5091625,0.0024276282266356133,1.4515863792942848e-05,0.09153881957777778,411.9246881
pulley,4597.252925,173.608873,aluminium,830679.5796,1.19e-05,77662969.57,93.4932933,3D Printing,288.31,69.0,23.1,2700,153.608873,244837182.6747,0.9231955635,71698108.9552595,0.010695954380823455,5.9194915549248424e-05,0.03462714566666667,93.4932933
shaft,6877.258324,27.0294489,abs_plastic,4664555.334,0.002332278,30990183.7,6.643759476,Forging,134.62,2.3,73.8,1050,7.0294488999999984,1193178.6562859996,0.99648527555,30881261.74363962,0.15051718889939977,0.00022191731390091763,0.006327389977142857,6.643759476
valve_body,1255.291035,389.0696368,steel,205771.6315,1.03e-06,148679782.1,722.5475203,Milling,472.16,200.0,12.0,7850,369.0696368,885767128.32,0.8154651816,121243185.51042493,0.0013839920168944072,8.442916832873137e-06,0.09204427010191082,722.5475203
bolt,8522.201854,601.8601299,steel,2056351.592,1.03e-05,93265591.16,45.35488559,Forging,273.44,200.0,12.0,7850,581.8601299,1396464311.76,0.70906993505,66131826.66622105,0.022048341370315933,9.137562683090596e-05,0.005777692431847134,45.35488559
spring,9389.570523,125.1151784,titanium,12382182.48,0.000112565,743606027.0,60.05452014,Forging,125.21,116.0,8.6,4500,105.1151784,104862901.97184,0.9474424108,704523886.9062899,0.016651535934901724,1.2627076949444898e-05,0.01334544892,60.05452014
flange,8434.10489,156.9769291,chromium,1057813.877,3.79e-06,347674357.0,328.6725242,Casting,483.94,279.0,4.9,7190,136.9769291,187261159.77261004,0.93151153545,323862674.12566143,0.0030425421251300397,2.4258633747901058e-05,0.04571245121001391,328.6725242
cam,1720.193834,180.980482,chromium,210697.3039,7.55e-07,339673172.7,1612.138202,Forging,410.9,279.0,4.9,7190,160.980482,220076416.94220003,0.919509759,312332797.1681424,0.0006202942146570058,5.064261685214918e-06,0.22421949958275383,1000.0
cylinder,9087.874692,108.535043,aluminium,1534016.294,2.19e-05,104777065.4,68.30244621,Machining,328.41,69.0,23.1,2700,88.535043,141116005.0377,0.9557324785,100138844.4046986,0.014640764065529934,8.673534286635975e-05,0.0252972023,68.30244621
shaft,6278.605287,333.0730159,titanium,1412963.463,1.28e-05,483658730.1,342.300946,Machining,108.45,116.0,8.6,4500,313.0730159,312321640.66183996,0.84346349205,407948481.4506145,0.002921405890281065,1.2981478253689026e-05,0.07606687688888888,342.300946
gear,3618.088273,325.356046,steel,674338.4757,3.37e-06,165271863.0,245.087399,Casting,318.68,200.0,12.0,7850,305.356046,732854510.4,0.847321977,140038481.69963315,0.004080177130332221,2.1891737694032045e-05,0.031221324713375798,245.087399
spring,5474.208175,270.286323,titanium,1612491.214,1.47e-05,562142096.2,348.617153,Machining,269.34,116.0,8.6,4500,250.28632299999998,249685635.82479995,0.8748568385,491793857.06929487,0.0028684761822681654,9.738121752497923e-06,0.07747047844444443,348.617153
bolt,1478.793519,242.327053,aluminium,237034.7527,3.39e-06,49030394.59,206.8489706,Casting,294.84,69.0,23.1,2700,222.327053,354367089.7767,0.8888364735,43580003.02168908,0.004834445137187299,3.0160750925337393e-05,0.07661072985185186,206.8489706
bearing,7907.112391,107.9714302,titanium,2481792.874,2.26e-05,765035712.2,308.2592912,Machining,427.53,116.0,8.6,4500,87.9714302,87760298.76752,0.9560142849,731385069.3218452,0.0032440222520634374,1.0335612135362481e-05,0.06850206471111112,308.2592912
spring,7465.068296,39.44881215,titanium,1300102.414,1.18e-05,850688984.8,654.3245944,Machining,168.87,116.0,8.6,4500,19.448812150000002,19402135.00084,0.990275593925,842416539.6682752,0.0015282934623934961,8.77532027495932e-06,0.14540546542222224,654.3245944
